ATS,COD_ENTE,DENOM_ENTE,COD_STRUTTURA,COD_SUB,MAX LIVELLO EMERGENZA,DENOM_STRUTTURA,COD_TIPO_STR,DESCR_TIPO_STR,DATA_APERTURA,DATA_CHIUSURA,INDIRIZZO,CAP,CODICE COMUNE STRUTTURA RICOVERO,LOCALITA,TELEFONO,FAX,E-MAIL STRUTTURA RICOVERO,SITO_WEB,LIV_EMERG,PRONTO SOCCORSO,PS_PEDIATRICO,PUNTO PRIMO INTERVENTO,TIPO LIVELLO EMERGENZA
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
321,708,ASST MELEGNANO E DELLA MARTESANA,030072,01,3 - DEA,OSPEDALE DI  VIZZOLO PREDABISSI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2015,,VIA PANDINA 1,20070,015244,VIZZOLO PREDABISSI,0298051,0298052501,dirsan.vizzolo@asst-melegnano-martesana.it,,DEA-PS,X,X,,1-DEA
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
328,727,ASST DI PAVIA,030727,00,,ASST DI PAVIA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIALE REPUBBLICA N. 34,27100,018110,PAVIA,0382530589,0382531174,direzione_generale@asst-pavia.it,www.asst-pavia.it,Senza livello emergenza,,,,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
321,708,ASST MELEGNANO E DELLA MARTESANA,030708,00,,ASST MELEGNANO E DELLA MARTESANA,0,AZIENDA OSPEDALIERA,01/01/2016,,VIA PANDINA N. 1,20070,015244,VIZZOLO PREDABISSI,0298051,,,,Senza livello emergenza,,,,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
324,324,ATS DELLA BRIANZA,030034,00,1 - PPI,CASA DI CURA G.B. MANGIONI - LECCO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/12/1951,,VIA LEONARDO DA VINCI 49,23900,097042,LECCO,0341478258,0341285087,info-gbm@gvmnet.it,www.gvmnet.it,PPI,,,X,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
325,720,ASST DI BERGAMO EST,030137,00,2 - PS,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1988,,"VIA MARTINOLI, 9A",24065,016128,LOVERE,0353067111,0353067262,dirmed.lovere@asst-bergamoest.it,,PS,X,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
321,708,ASST MELEGNANO E DELLA MARTESANA,030085,01,2 - PS,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2015,,VIA UBOLDO 21,20063,015070,CERNUSCO SUL NAVIGLIO,02923601,,dirsan3.cernusco@asst-melegnano-martesana.it,,PS,X,X,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
322,712,ASST LARIANA,030025,00,,OSPEDALE F. VILLA - MARIANO COMENSE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984,,VIA ISONZO 42/B,22066,013143,MARIANO COMENSE,031 755111,031 799479,dmp.mariano@asst-lariana.it,www.asst-lariana.it,Senza livello emergenza,,,,
321,708,ASST MELEGNANO E DELLA MARTESANA,030072,01,3 - DEA,OSPEDALE DI  VIZZOLO PREDABISSI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2015,,VIA PANDINA 1,20070,015244,VIZZOLO PREDABISSI,0298051,0298052501,dirsan.vizzolo@asst-melegnano-martesana.it,,DEA-PS,X,X,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
323,714,ASST DELLA VALCAMONICA,030274,01,3 - DEA,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/12/1992,,VIA MANZONI 142,25040,017070,ESINE,03643691,0364369275,dirsan@asst-valcamonica.it,www.asst-valcamonica.it,DEA-PS,X,,,1-DEA
